ID,Car Name,Manual/Motor,MPG,Annual Fuel Cost
4588,2017 Ford Edge AWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4589,2018 Ford Escape AWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4590,2017 Ford Escape AWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4591,2022 Ford Explorer AWD ,"2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",23,"$2,350 "
4592,2021 Ford Explorer AWD ,"2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",23,"$2,350 "
4593,2021 Ford Explorer AWD ,"2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",23,"$2,350 "
4594,2020 Ford Explorer AWD ,"2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",23,"$2,350 "
4595,2021 Ford F150 Pickup 4WD ,"3.0 L, 6 cyl, Automatic (S10), Turbo, Diesel",23,"$2,500 "
4596,2022 Ford Mustang Convertible ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",23,"$2,350 "
4597,2021 Ford Mustang Convertible ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",23,"$2,350 "
4598,2020 Ford Mustang HO Convertible ,"2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",23,"$2,350 "
4599,2022 Ford Mustang HO Coupe ,"2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",23,"$2,350 "
4600,2021 Ford Mustang HO Coupe ,"2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",23,"$2,350 "
4601,2020 Ford Mustang HO Coupe ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",23,"$2,350 "
4602,2019 Ford Mustang Performance Package ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",23,"$2,350 "
4603,2018 Ford Transit Connect Van 2WD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",23,"$2,350 "
4604,2017 Ford Transit Connect Van 2WD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",23,"$2,350 "
4605,2016 Ford Transit Connect Van 2WD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",23,"$2,350 "
4606,2018 Ford Transit Connect Van FFV ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline or E85",23,"$2,350 "
4607,2017 Ford Transit Connect Van FFV ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline or E85",17,"$2,650 "
4608,2016 Ford Transit Connect Van FFV ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline or E85",23,"$2,350 "
4609,2021 Genesis G70 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",17,"$2,650 "
4610,2020 Genesis G70 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,350 "
4611,2016 Honda Pilot 2WD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",17,"$2,650 "
4612,2022 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,900 "
4613,2021 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,900 "
4614,2020 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,350 "
4615,2019 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,350 "
4616,2018 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,350 "
4617,2017 Honda Pilot FWD ,"3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",23,"$2,350 "
4618,2022 Hyundai Kona N ,"2.0 L, 4 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",23,"$2,350 "
4619,2020 Hyundai Santa Fe FWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",23,"$2,350 "
4620,2016 Hyundai Santa Fe Sport FWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",23,"$2,350 "
4621,2018 Hyundai Santa Fe Sport Ultimate FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,900 "
4622,2017 Hyundai Santa Fe Sport Ultimate FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4623,2018 Jeep Cherokee 4WD ,"3.2 L, 6 cyl, Automatic 9-spd, Midgrade Gasoline",23,"$2,350 "
4624,2017 Jeep Cherokee 4WD ,"3.2 L, 6 cyl, Automatic 9-spd, Midgrade Gasoline",23,"$2,350 "
4625,2016 Jeep Cherokee 4WD ,"3.2 L, 6 cyl, Automatic 9-spd, Regular Gasoline",23,"$2,350 "
4626,2021 Jeep Cherokee 4WD Active Drive II ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",23,"$2,650 "
4627,2020 Jeep Cherokee 4WD Active Drive II ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",23,"$2,650 "
4628,2019 Jeep Cherokee 4WD Active Drive II ,"2.0 L, 4 cyl, Automatic 9-spd, Turbo, Regular Gasoline",23,"$2,350 "
4629,2019 Kia Cadenza ,"3.3 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4630,2018 Kia Sorento FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4631,2017 Kia Sorento FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4632,2016 Kia Sorento FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4633,2020 Land Rover Evoque ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",23,"$2,350 "
4634,2022 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4635,2021 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4636,2020 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,900 "
4637,2019 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4638,2018 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4639,2017 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4640,2016 Lexus RX 350 ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4641,2019 Lincoln MKC FWD ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4642,2018 Mercedes-Benz AMG C43 4matic ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",23,"$2,350 "
4643,2021 Mercedes-Benz AMG GLA45 4matic ,"2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",23,"$2,350 "
4644,2016 Mercedes-Benz E350 4matic ,"3.5 L, 6 cyl, Automatic 7-spd, Premium Gasoline or E85",23,"$2,350 "
4645,2016 Mercedes-Benz E350 4matic ,"3.5 L, 6 cyl, Automatic 7-spd, Premium Gasoline",23,"$2,900 "
4646,2018 Mercedes-Benz E400 4matic ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",23,"$2,900 "
4647,2020 Mercedes-Benz E450 Convertible ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",23,"$2,900 "
4648,2019 Mercedes-Benz E450 Convertible ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",17,"$2,650 "
4649,2016 Mercedes-Benz SL400 ,"3.0 L, 6 cyl, Automatic 7-spd, Turbo, Premium Gasoline",23,"$2,900 "
4650,2017 Mitsubishi Outlander 4WD ,"3.0 L, 6 cyl, Automatic (S6), Premium Gasoline",23,"$2,900 "
4651,2020 Nissan Pathfinder 2WD ,"3.5 L, 6 cyl, Automatic (variable gear ratios), Regular Gasoline",23,"$2,350 "
4652,2019 Nissan Pathfinder 2WD ,"3.5 L, 6 cyl, Automatic (variable gear ratios), Regular Gasoline",23,"$2,350 "
4653,2018 Nissan Pathfinder 2WD ,"3.5 L, 6 cyl, Automatic (variable gear ratios), Regular Gasoline",23,"$2,350 "
4654,2017 Nissan Pathfinder 2WD ,"3.5 L, 6 cyl, Automatic (variable gear ratios), Regular Gasoline",23,"$2,350 "
4655,2016 Nissan Pathfinder 2WD ,"3.5 L, 6 cyl, Automatic (variable gear ratios), Regular Gasoline",23,"$2,350 "
4656,2016 Porsche 911 Carrera 4 ,"3.4 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",23,"$2,900 "
4657,2018 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",23,"$2,500 "
4658,2017 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",23,"$2,500 "
4659,2016 Ram 1500 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",23,"$2,500 "
4660,2019 Ram 1500 Classic 2WD ,"3.0 L, 6 cyl, Automatic 8-spd, Turbo, Diesel",23,"$2,500 "
4661,2020 Subaru BRZ tS ,"2.0 L, 4 cyl, Manual 6-spd, Premium Gasoline",23,"$2,900 "
4662,2018 Subaru BRZ tS ,"2.0 L, 4 cyl, Manual 6-spd, Premium Gasoline",23,"$2,900 "
4663,2021 Subaru WRX ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4664,2017 Subaru WRX ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4665,2016 Subaru WRX ,"2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4666,2019 Toyota Highlander ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4667,2018 Toyota Highlander ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4668,2017 Toyota Highlander ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4669,2022 Toyota Highlander AWD ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4670,2021 Toyota Highlander AWD ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4671,2020 Toyota Highlander AWD ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4672,2019 Toyota Highlander AWD LE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4673,2018 Toyota Highlander AWD LE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4674,2017 Toyota Highlander AWD LE ,"3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4675,2019 Volkswagen Arteon 4motion ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4676,2020 Volkswagen Tiguan 4motion ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",23,"$2,350 "
4677,2017 Volvo S60 Polestar AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",23,"$2,900 "
4678,2017 Volvo V60 Polestar AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",23,"$2,900 "
4679,2021 Volvo XC60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",23,"$2,900 "
4680,2020 Volvo XC60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",23,"$2,900 "
4681,2020 Volvo XC60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4682,2019 Volvo XC60 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4683,2020 Volvo XC90 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4684,2019 Volvo XC90 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4685,2018 Volvo XC90 AWD ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Supercharger, Premium Gasoline",23,"$2,900 "
4686,2022 Jaguar E-Pace ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",23,"$2,900 "
4687,2021 Jaguar E-Pace ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",23,"$2,900 "
4688,2022 Kia Telluride FWD ,"3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4689,2021 Kia Telluride FWD ,"3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4690,2020 Kia Telluride FWD ,"3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4691,2022 Land Rover Range Rover Velar ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4692,2021 Land Rover Range Rover Velar ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",23,"$2,900 "
4693,2022 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4694,2021 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4695,2020 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4696,2019 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4697,2018 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4698,2017 Mazda CX-9 4WD ,"2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",23,"$2,350 "
4699,2020 Mercedes-Benz AMG E53 4matic Plus Convertible ,"3.0 L, 6 cyl, Automatic 9-spd, Premium Gasoline",23,"$2,900 "
4700,2019 Mercedes-Benz AMG E53 4matic Plus Convertible ,"3.0 L, 6 cyl, Automatic 9-spd, Premium Gasoline",23,"$2,900 "
4701,2019 Porsche 911 Carrera GTS ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",23,"$2,900 "
4702,2018 Porsche 911 Carrera GTS ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",23,"$2,900 "
4703,2017 Porsche 911 Carrera GTS ,"3.0 L, 6 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",23,"$2,900 "
4704,2018 Porsche Panamera 4 ST ,"3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",23,"$2,900 "
4705,2022 Ram 1500 HFE 2WD ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4706,2021 Ram 1500 HFE 2WD ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4707,2020 Ram 1500 HFE 2WD ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4708,2019 Ram 1500 HFE 2WD ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4709,2018 Volkswagen Tiguan Limited ,"2.0 L, 4 cyl, Automatic (S6), Turbo, Premium Gasoline",23,"$2,900 "
4710,2017 Chrysler 200 ,"3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline or E85",23,"$2,350 "
4711,2016 Chrysler 200 ,"3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline or E85",17,"$2,650 "
4712,2017 Buick Regal ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",23,"$2,350 "
4713,2016 Buick Regal ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",17,"$2,650 "
4714,2022 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4715,2021 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4716,2020 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4717,2019 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4718,2019 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4719,2018 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4720,2018 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4721,2017 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",17,"$2,650 "
4722,2017 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4723,2016 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4724,2016 Chrysler 300 ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",17,"$2,650 "
4725,2022 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4726,2021 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4727,2020 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",17,"$2,650 "
4728,2019 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4729,2018 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4730,2017 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",17,"$2,650 "
4731,2016 Dodge Challenger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4732,2022 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4733,2021 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4734,2020 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4735,2019 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4736,2019 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4737,2018 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4738,2018 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4739,2017 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4740,2017 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4741,2016 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",23,"$2,350 "
4742,2016 Dodge Charger ,"3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline or E85",23,"$2,350 "
4743,2020 Lexus LS 500 ,"3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",17,"$2,650 "
4744,2019 Lexus LS 500 ,"3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",23,"$2,350 "
4745,2018 Lexus LS 500 ,"3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",23,"$2,350 "
4746,2020 Audi TT RS ,"2.5 L, 5 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",17,"$2,650 "
4747,2018 BMW 340i ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,350 "
4748,2017 BMW 340i ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,350 "
4749,2018 BMW 340i xDrive ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",17,"$2,650 "
4750,2017 BMW 340i xDrive ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4751,2018 BMW 440i Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4752,2017 BMW 440i Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4753,2018 BMW 440i xDrive Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4754,2017 BMW 440i xDrive Coupe ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4755,2017 BMW M240i Convertible ,"3.0 L, 6 cyl, Manual 6-spd, Turbo, Premium Gasoline",23,"$2,900 "
4756,2019 Cadillac ATS ,"3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4757,2019 Cadillac CTS ,"3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4758,2018 Chevrolet Camaro ,"3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",23,"$2,350 "
4759,2020 Audi RS3 ,"2.5 L, 5 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",23,"$2,900 "
4760,2016 Infiniti Q50 ,"3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",23,"$2,900 "
4761,2016 Infiniti Q50S ,"3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",23,"$2,900 "
4762,2018 Jeep New Wrangler Unlimited 4WD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Premium Gasoline",22,"$3,000 "
4763,2019 Jeep Wrangler Unlimited 4WD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",22,"$2,450 "
4764,2022 Genesis GV80 AWD ,"2.5 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",22,"$3,000 "
4765,2021 Genesis GV80 AWD ,"2.5 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",22,"$3,000 "
4766,2019 GMC Acadia AWD ,"2.5 L, 4 cyl, Automatic 6-spd, Regular Gasoline",22,"$2,450 "
4767,2018 Hyundai Tucson AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4768,2018 Kia Sorento AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4769,2017 Kia Sorento AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4770,2016 Kia Sorento AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4771,2019 Kia Sportage FE AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4772,2018 Kia Sportage FE AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4773,2017 Kia Sportage FE AWD ,"2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4774,2019 Land Rover Discovery Sport ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",22,"$3,000 "
4775,2018 Land Rover Discovery Sport ,"2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",22,"$3,000 "
4776,2022 Jeep Wrangler 4dr 4WD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",22,"$2,450 "
4777,2021 Jeep Wrangler 4dr 4WD ,"2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",22,"$2,450 "
4778,2020 Mercedes-Benz Metris (Cargo Van) ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4779,2019 Mercedes-Benz Metris (Cargo Van) ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4780,2018 Mercedes-Benz Metris (Cargo Van) ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4781,2017 Mercedes-Benz Metris (Cargo Van) ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4782,2016 Mercedes-Benz Metris (Cargo Van) ,"2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4783,"2020 Mercedes-Benz Metris (Cargo Van, LWB) ","2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4784,"2019 Mercedes-Benz Metris (Cargo Van, LWB) ","2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4785,"2018 Mercedes-Benz Metris (Cargo Van, LWB) ","2.0 L, 4 cyl, Automatic 7-spd, Turbo, Premium Gasoline",22,"$3,000 "
4786,2021 Volkswagen Atlas ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",22,"$2,450 "
4787,2021 Volkswagen Atlas Cross Sport ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",22,"$2,450 "
4788,2020 Volkswagen Atlas Cross Sport ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",22,"$2,450 "
4789,2021 Porsche Cayenne Turbo S e-Hybrid,"4.0 L, 8 cyl, Automatic (S8), Turbo, Premium and Electricity",42,"$2,950 "
4790,2021 Porsche Cayenne Turbo S e-Hybrid Coupe,"4.0 L, 8 cyl, Automatic (S8), Turbo, Premium and Electricity",18,"$2,950 "
4791,2022 Porsche Cayenne Turbo S/Coupe E-Hybrid,"4.0 L, 8 cyl, Automatic (S8), Turbo, Premium and Electricity",42,"$2,950 "
4792,2020 Mercedes-Benz SL450 ,"3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",18,"$3,000 "
4793,2017 Audi Q5 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline or E85",42,"$3,000 "
4794,2016 Audi Q5 ,"2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline or E85",18,"$2,800 "
4795,2021 Chevrolet Blazer FWD ,"3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",22,"$3,000 "
4796,2022 Ford Mustang HO Coupe ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",22,"$2,800 "
4797,2021 Ford Mustang HO Coupe ,"2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",16,"$2,450 "
4798,2022 Ford Transit Connect USPS ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4799,2021 Ford Transit Connect USPS ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",16,"$2,450 "
4800,2020 Ford Transit Connect USPS ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4801,2019 Ford Transit Connect USPS ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
4802,2020 Ford Transit Connect Van 2WD ,"2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",22,"$2,450 "
